"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-03-25",,,,,,,,"50","32",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-03-26",,,,,,,,"64","43",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-03-27",,,,,,,,"63","34",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-10",,,,,,,,"63","52",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-11",,,,,,,,"52","43",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-12",,,,,,,,"64","42",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-13",,,,,,,,"69","45",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-14",,,,,,,,"65","38",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-15",,,,,,,,"61","49",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-16",,,,,,,,"63","47",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-17",,,,,,,,"53","41",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-18",,,,,,,,"52","40",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-19",,,,,,,,"60","42",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-20",,,,,,,,"56","39",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-21",,,,,,,,"64","35",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-22",,,,,,,,"76","57",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-23",,,,,,,,"60","47",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-24",,,,,,,,"54","40",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-25",,,,,,,,"58","35",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-26",,,,,,,,"76","49",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-27",,,,,,,,"78","55",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-28",,,,,,,,"85","67",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-29",,,,,,,,"87","76",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-04-30",,,,,,,,"84","59",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-01",,,,,,,,"68","48",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-02",,,,,,,,"53","48",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-03",,,,,,,,"66","54",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-04",,,,,,,,"81","60",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-05",,,,,,,,"70","46",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-06",,,,,,,,"88","66",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-07",,,,,,,,"83","55",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-08",,,,,,,,"63","46",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-09",,,,,,,,"70","45",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-10",,,,,,,,"76","58",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-11",,,,,,,,"71","63",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-12",,,,,,,,"80","57",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-13",,,,,,,,"94","78",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-14",,,,,,,,"93","76",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-15",,,,,,,,"76","60",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-16",,,,,,,,"73","53",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-17",,,,,,,,"64","43",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-18",,,,,,,,"80","52",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-19",,,,,,,,"85","51",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-20",,,,,,,,"70","55",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-21",,,,,,,,"80","52",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-22",,,,,,,,"79","62",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-23",,,,,,,,"84","68",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-24",,,,,,,,"68","52",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-25",,,,,,,,"69","45",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-26",,,,,,,,"75","49",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-27",,,,,,,,"75","64",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-28",,,,,,,,"80","68",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-29",,,,,,,,"75","54",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-30",,,,,,,,"88","59",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-05-31",,,,,,,,"93","70",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-01",,,,,,,,"79","65",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-02",,,,,,,,"65","51",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-03",,,,,,,,"68","59",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-04",,,,,,,,"74","54",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-05",,,,,,,,"80","55",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-06",,,,,,,,"79","60",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-07",,,,,,,,"82","63",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-08",,,,,,,,"87","59",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-09",,,,,,,,"75","64",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-10",,,,,,,,"85","73",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-11",,,,,,,,"88","74",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-12",,,,,,,,"90","65",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-13",,,,,,,,"93","68",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-14",,,,,,,,"92","68",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-15",,,,,,,,"93","69",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-16",,,,,,,,"92","71",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-17",,,,,,,,"90","72",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-18",,,,,,,,"84","62",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-19",,,,,,,,"68","59",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-20",,,,,,,,"63","59",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-21",,,,,,,,"76","63",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-22",,,,,,,,"92","69",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-23",,,,,,,,"93","75",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-24",,,,,,,,"90","78",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-25",,,,,,,,"90","69",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-26",,,,,,,,"90","67",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-27",,,,,,,,"92","71",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-28",,,,,,,,"87","71",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-29",,,,,,,,"87","61",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-06-30",,,,,,,,"88","63",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-01",,,,,,,,"95","81",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-02",,,,,,,,"98","72",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-03",,,,,,,,"96","72",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-04",,,,,,,,"92","71",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-05",,,,,,,,"91","72",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-06",,,,,,,,"90","69",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-07",,,,,,,,"87","66",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-08",,,,,,,,"83","70",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-09",,,,,,,,"88","72",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-10",,,,,,,,"79","68",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-11",,,,,,,,"86","63",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-12",,,,,,,,"89","63",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-13",,,,,,,,"82","69",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-14",,,,,,,,"90","77",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-15",,,,,,,,"87","74",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-16",,,,,,,,"94","68",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-17",,,,,,,,"81","65",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-18",,,,,,,,"78","60",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-19",,,,,,,,"79","66",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-20",,,,,,,,"71","69",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-21",,,,,,,,"88","68",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-22",,,,,,,,"91","82",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-23",,,,,,,,"87","67",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-24",,,,,,,,"81","68",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-25",,,,,,,,"84","67",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-26",,,,,,,,"88","68",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-27",,,,,,,,"90","72",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-28",,,,,,,,"93","71",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-29",,,,,,,,"72","64",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-30",,,,,,,,"75","59",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-07-31",,,,,,,,"76","60",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-01",,,,,,,,"86","66",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-02",,,,,,,,"75","69",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-03",,,,,,,,"78","67",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-04",,,,,,,,"78","66",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-05",,,,,,,,"89","69",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-06",,,,,,,,"84","67",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-07",,,,,,,,"82","66",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-08",,,,,,,,"86","66",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-09",,,,,,,,"89","67",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-10",,,,,,,,"91","74",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-11",,,,,,,,"89","66",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-12",,,,,,,,"89","75",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-13",,,,,,,,"88","68",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-14",,,,,,,,"84","73",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-15",,,,,,,,"85","64",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-16",,,,,,,,"88","64",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-17",,,,,,,,"92","65",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-18",,,,,,,,"94","69",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-19",,,,,,,,"95","75",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-20",,,,,,,,"79","61",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-21",,,,,,,,"67","60",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-22",,,,,,,,"75","51",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-23",,,,,,,,"79","56",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-24",,,,,,,,"82","61",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-25",,,,,,,,"78","56",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1956-08-26",,,,,,,,"85","74",,,,
